,168_wt_1 (GSE66893)_l,168_Dhfq_1 (GSE66893)_l,168_wt_2 (GSE66893)_l,168_Dhfq_2 (GSE66893)_l,168_wt_1 (GSE66893)_r,168_wt_2 (GSE66893)_r,168_Dhfq_1 (GSE66893)_r,168_Dhfq_2 (GSE66893)_r,Bs_WT_rep1 (GSE73315),Bs_WT_rep2 (GSE73315),Bs_WT_rep3 (GSE73315),Bs_ylbM_rep1 (GSE73315),Bs_ylbM_rep2 (GSE73315),Bs_ywlC_rep1 (GSE73315),Bs_ywlC_rep2 (GSE73315),BS_KS400_1 (GSE45824),BS_WT_1 (GSE45824),BS_KS696_1 (GSE45824),BS_WT_2 (GSE45824),BS_KS696_2 (GSE45824),BS_WT_3 (GSE45824),BS_KS400_2 (GSE45824),B. subtilis 168 Day 1 (GSE94788),B. subtilis 168 Day 4 (GSE94788),B. subtilis YK240 Day 1 (GSE94788),B. subtilis YK240 Day 4 (GSE94788),B. subtilis YK240 Day 3 (GSE94788),B. subtilis PG479 Day 4 (GSE61757),B. subtilis 168 Day 1 (GSE61757),B. subtilis PG479 Day 5 (GSE61757),B. subtilis 168 Day 4 (GSE61757),B. subtilis PG479 Day 3 (GSE61757),168_wt_1 (GSE66892),168_wt_2 (GSE66892),168_Dhfq_1 (GSE66892),168_Dhfq_2 (GSE66892),168_wt_1 (GSE66891),168_Dhfq_1 (GSE66891),168_wt_2 (GSE66891),168_Dhfq_2 (GSE66891)
BSU02890,13.885,14.065999999999999,14.665,14.207,11.8233,12.0334,11.7031,11.7933,15.0666,15.6993,15.5769,14.4973,14.5684,14.8171,14.6212,15.44977664,15.06819009,15.328679300000001,15.07831222,15.24272645,15.09894857,15.4500858,15.63023579,15.12347014,15.83628859,15.87240969,15.78816083,16.06696188,15.63023579,15.99684777,15.12347014,16.59334811,11.8233,12.0334,11.7031,11.7933,13.885,14.065999999999999,14.665,14.207
BSU02900,13.557,13.449000000000002,13.981,13.474,12.276,12.4351,12.0557,12.0426,14.7397,14.9703,14.9453,14.0783,14.1896,14.6178,14.2585,15.25978701,15.05294183,15.13448763,14.89164363,15.15791269,14.92721274,15.34200405,15.19868796,14.87251646,15.48322073,15.44369027,15.47846502,15.61652052,15.19868796,15.6689908,14.87251646,16.09814232,12.276,12.4351,12.0557,12.0426,13.557,13.449000000000002,13.981,13.474
BSU02910,13.623,13.588,14.222000000000001,13.806,12.4706,12.9491,12.3356,12.237,14.9453,14.9541,15.0851,14.3016,14.3781,15.0736,14.4641,15.65449334,15.53667704,15.65800309,15.502992800000001,15.76033083,15.50072627,15.76062895,14.19906391,14.07622588,14.45268514,14.59708864,14.52937886,14.47888227,14.19906391,14.770803099999998,14.07622588,14.88912248,12.4706,12.9491,12.3356,12.237,13.623,13.588,14.222000000000001,13.806
BSU02920,13.912,14.017000000000001,14.105,13.662,12.6451,12.7798,12.2428,12.27,14.5232,14.6728,14.9123,14.1697,14.1996,14.3963,14.4912,14.39228119,14.24960107,14.52456538,14.23806153,14.49656049,14.16743106,14.41171599,14.89657502,14.72452293,15.16612589,15.09399859,15.16612589,15.14748988,14.89657502,15.30088099,14.72452293,15.42757142,12.6451,12.7798,12.2428,12.27,13.912,14.017000000000001,14.105,13.662
BSU02930,11.619000000000002,11.539000000000001,11.587,11.554,9.2498,9.2254,9.1845,9.2362,12.8948,12.7391,13.2556,12.7675,12.5331,12.7036,12.5904,13.32485882,13.42418351,13.32485882,13.31284962,13.32485882,13.27615438,13.3302051,13.48529887,13.30976248,13.72379789,13.63790649,13.82071922,13.64413961,13.48529887,13.74764171,13.30976248,13.72402023,9.2498,9.2254,9.1845,9.2362,11.619000000000002,11.539000000000001,11.587,11.554
BSU02940,11.735,11.765,11.54,11.645999999999999,9.871,9.9842,9.7503,9.8612,13.0221,12.7457,13.1609,12.8569,12.7244,12.9047,12.8569,13.9574967,14.153597699999999,13.9552288,14.03760128,14.010781,14.08168641,14.0860179,13.21646472,13.18668405,13.47553544,13.28903551,13.52626312,13.31850671,13.21646472,13.50140352,13.18668405,13.45351478,9.871,9.9842,9.7503,9.8612,11.735,11.765,11.54,11.645999999999999
BSU02950,9.878,9.752,9.217,8.662,7.7407,7.6949,7.8122,7.917000000000001,9.0477,9.2603,9.7754,9.5742,9.5628,8.8865,8.7556,10.84601242,11.04911103,10.68970676,10.91547616,10.54047516,11.02808398,10.93230972,11.45985233,11.3670441,11.71223505,11.66923194,11.74664922,10.85664561,11.45985233,11.08207137,11.3670441,10.88169918,7.7407,7.6949,7.8122,7.917000000000001,9.878,9.752,9.217,8.662
BSU02960,7.207000000000001,7.099,6.675,6.4639999999999995,6.8855,6.7893,6.6275,6.5289,8.2191,8.097000000000001,7.7923,7.6383,7.6117,6.1911,6.9454,7.475897032000001,7.542768675,7.428430207000001,7.461764012000001,7.457986979,7.615491658,7.268407086,5.953655727,6.2256319079999995,5.954575394,6.11072352,6.133077478,5.950394836,5.953655727,6.1271002370000005,6.2256319079999995,5.8435567289999995,6.8855,6.7893,6.6275,6.5289,7.207000000000001,7.099,6.675,6.4639999999999995
BSU02970,11.061,10.952,10.302999999999999,10.6,9.5454,9.4099,9.4865,9.4892,10.012,10.8109,10.2028,10.3698,10.1619,9.2603,10.2673,12.73333487,13.19715499,12.6372459,13.09872417,12.69504534,12.98871573,12.74158256,12.70368195,12.86720319,12.75389054,12.46017993,12.68602333,12.46928087,12.70368195,12.43459168,12.86720319,12.00650938,9.5454,9.4099,9.4865,9.4892,11.061,10.952,10.302999999999999,10.6
BSU02980,12.978,12.605,12.21,12.912,7.6974,7.7708,7.7463,7.5514,13.3868,12.3198,12.4312,13.6199,13.5104,13.1706,13.6199,13.29824604,14.44727945,13.31166785,14.39433734,13.29698097,14.49882743,13.31293144,14.31721788,14.27388063,13.29693935,12.18693983,13.03361726,13.13248818,14.31721788,12.81950263,14.27388063,12.96495033,7.6974,7.7708,7.7463,7.5514,12.978,12.605,12.21,12.912
BSU02990,12.927,12.533,11.884,12.857999999999999,8.2043,8.3866,8.1194,8.0604,13.7383,12.9158,13.4109,13.8437,13.7858,13.7831,13.8358,13.47255741,14.57468536,13.456976999999998,14.53320752,13.40128241,14.36862426,13.63173801,14.531526500000002,14.74398144,13.7097812,12.57448759,13.695321799999999,13.72863741,14.531526500000002,13.37878984,14.74398144,13.23904745,8.2043,8.3866,8.1194,8.0604,12.927,12.533,11.884,12.857999999999999
BSU03000,12.777000000000001,12.325,12.119000000000002,13.248,7.972,8.0452,8.0513,7.9566,13.6601,13.5136,13.8535,13.7262,13.7262,13.6878,13.6663,13.7078264,14.86826429,13.74459322,14.74778186,13.72004584,14.86317849,13.95484598,14.47454917,14.48611551,13.54836541,12.289513000000001,13.43980678,13.64074616,14.47454917,13.18610444,14.48611551,13.07364179,7.972,8.0452,8.0513,7.9566,12.777000000000001,12.325,12.119000000000002,13.248
BSU03010,7.0089999999999995,6.9110000000000005,6.754,6.989,11.9377,11.9522,12.3952,12.3952,10.0145,9.5978,9.8717,9.7746,9.8888,11.7687,9.3408,8.348726527,8.669958921000001,8.399144781,8.590649785,8.402670981,8.835684416,8.283272507000001,7.014720193,6.361311535,6.629238535,6.5536584389999994,6.616286473,7.277363737000001,7.014720193,6.687028194,6.361311535,6.64530463,11.9377,11.9522,12.3952,12.3952,7.0089999999999995,6.9110000000000005,6.754,6.989
BSU03020,6.4,6.415,6.891,6.769,8.2972,8.4149,8.4007,8.6379,8.0118,7.3021,7.4211,8.363,8.4531,9.9994,8.2752,7.705308509,7.775669572000001,7.8168268229999995,7.743293154,7.825259948999999,7.775669572000001,7.775669572000001,5.335502948,5.397685726000001,5.4438556810000005,5.506190632000001,5.432835834,5.450369039,5.335502948,5.487130156,5.397685726000001,5.450369039,8.2972,8.4149,8.4007,8.6379,6.4,6.415,6.891,6.769
BSU03030,10.270999999999999,10.464,10.788,9.124,9.9888,9.8766,10.1849,10.3617,8.8504,8.2317,9.1309,9.7424,9.9944,10.6592,10.4984,12.27193049,11.85439611,12.62077672,11.69870521,12.64956316,11.84866835,12.08527516,10.89206967,11.03160456,10.78063102,11.53459085,10.72975816,11.42911074,10.89206967,11.38992817,11.03160456,11.47220545,9.9888,9.8766,10.1849,10.3617,10.270999999999999,10.464,10.788,9.124
BSU03040,11.058,11.339,11.947000000000001,9.663,11.959000000000001,11.8756,12.3971,12.331,9.5449,9.0435,10.0494,10.0709,10.0961,12.0939,11.5446,13.40110667,12.52302178,13.91442256,12.60944704,13.96784433,12.65376288,13.50157743,11.61202413,11.87765593,8.844808834,10.75271367,8.934978454,12.42603391,11.61202413,12.47646731,11.87765593,12.77731344,11.959000000000001,11.8756,12.3971,12.331,11.058,11.339,11.947000000000001,9.663
BSU03050,8.74,8.519,8.713,13.085999999999999,7.712999999999999,7.7345,8.0633,7.6538,15.2294,15.1842,15.2239,12.7109,8.5846,15.4397,13.9791,10.59595647,10.82167382,11.22971286,10.94889542,10.96325971,10.80968266,10.86273753,10.56683612,12.74968868,10.67827354,11.00087633,11.11878772,10.77272837,10.56683612,9.836436051,12.74968868,10.36749263,7.712999999999999,7.7345,8.0633,7.6538,8.74,8.519,8.713,13.085999999999999
BSU03060,7.952000000000001,7.896,8.024,8.318,7.4624,7.4219,7.4537,7.2525,13.7495,14.5927,14.7034,10.3445,8.5975,14.5504,10.0189,8.788112438999999,8.875364316,8.993637981000001,8.875364316,8.875364316,8.687575049,8.906040557,9.603829884,11.08674041,9.576133544,9.33636528,9.612307969,9.494951805,9.603829884,9.23129949,11.08674041,9.543450186,7.4624,7.4219,7.4537,7.2525,7.952000000000001,7.896,8.024,8.318
BSU03070,12.849,12.582,11.164000000000001,10.880999999999998,7.9373,7.8924,7.8501,7.9554,10.106,10.8133,10.1212,12.4413,12.4288,9.2514,9.9837,12.64182235,13.50634443,11.86886859,13.39742893,11.78609706,13.34407587,12.76054851,12.81109177,12.93807685,12.88642465,12.53808028,12.81867846,11.11370889,12.81109177,11.96831649,12.93807685,11.30899332,7.9373,7.8924,7.8501,7.9554,12.849,12.582,11.164000000000001,10.880999999999998
BSU03080,10.818,10.615,9.937999999999999,9.536,8.2985,8.3246,7.8526,8.0672,10.01,10.8149,10.2875,10.8209,10.8291,8.9684,10.0145,12.19718178,12.42061897,12.05016547,12.42633279,12.04196901,12.46114693,12.22083225,11.59208419,11.70977617,11.69926484,11.58666177,11.747850099999999,11.19301922,11.59208419,11.23194094,11.70977617,11.05380462,8.2985,8.3246,7.8526,8.0672,10.818,10.615,9.937999999999999,9.536
BSU03090,10.004,9.863999999999999,9.227,8.799,8.232999999999999,8.283,7.8003,7.6867,8.9449,9.8097,9.5112,10.1069,10.1174,8.6083,9.4051,10.77888445,11.13901057,10.78375265,10.98090202,10.9227361,10.88761083,11.06999146,11.30528633,11.53608133,11.35607082,11.40788572,11.46617262,10.653856300000001,11.30528633,11.00409495,11.53608133,10.94013998,8.232999999999999,8.283,7.8003,7.6867,10.004,9.863999999999999,9.227,8.799
BSU03100,9.985,9.793,9.187000000000001,8.943,8.2666,8.1008,7.8935,7.8411,8.8516,9.724,9.7399,10.0835,10.0288,8.7821,9.4536,10.51660562,10.79339037,10.42650216,10.62612625,10.57680531,10.75344604,10.63480815,11.16421219,11.39678784,11.30279399,11.10475886,11.4822459,10.73761637,11.16421219,10.7664287,11.39678784,10.64156415,8.2666,8.1008,7.8935,7.8411,9.985,9.793,9.187000000000001,8.943
BSU03110,6.145,6.066,6.132999999999999,6.129,7.1028,7.0853,7.0053,7.0242,7.7688,8.0619,7.2762,6.9476,7.0142,6.5283,6.6608,6.6640821489999995,6.724897479,6.721154796,6.721154796,6.721154796,6.721154796,6.721154796,4.96839299,4.920966174,4.964422924,5.013022935,5.040624066,4.969920349,4.96839299,4.8732864430000005,4.920966174,5.021909796,7.1028,7.0853,7.0053,7.0242,6.145,6.066,6.132999999999999,6.129
BSU03120,6.791,6.812,6.487,6.461,7.0532,7.082999999999999,7.254,6.8168,7.0856,6.9435,6.611000000000001,6.7997,6.6125,6.6158,6.319,8.009741231,8.183433475,8.028330626,8.189423702000001,7.957337876,8.283783801,8.014600546,5.863182294,5.775644649,5.929417159,5.805729208,5.821773922,5.560557222000001,5.863182294,5.58908636,5.775644649,5.520838706,7.0532,7.082999999999999,7.254,6.8168,6.791,6.812,6.487,6.461
BSU03130,13.056,13.267999999999999,13.774000000000001,13.923,10.8724,10.5351,11.0818,10.804,14.3542,13.7684,14.2553,13.3577,13.3868,13.4291,13.2665,14.68981582,14.82179578,14.86742239,14.82179578,15.05051126,14.85104026,14.68031667,14.02097806,14.216872199999997,13.92925967,14.07295823,13.96459656,14.37994416,14.02097806,14.17516325,14.216872199999997,14.33326114,10.8724,10.5351,11.0818,10.804,13.056,13.267999999999999,13.774000000000001,13.923
BSU03140,8.718,8.603,8.683,8.491,7.5149,7.4362,7.3389,7.369,9.4433,9.9078,9.304,9.0177,9.1347,8.492,9.3238,10.7737845,10.71139662,10.72016269,10.61910302,10.80993729,10.72078664,10.70878515,8.549540931000001,8.723509133,8.847472717,9.08924713,8.83183184,9.16742593,8.549540931000001,9.001351937999999,8.723509133,8.850508128,7.5149,7.4362,7.3389,7.369,8.718,8.603,8.683,8.491
BSU03150,10.274000000000001,10.565999999999999,10.994000000000002,9.838,9.4341,9.2312,9.3723,9.4968,9.8981,10.5477,10.3888,10.2799,10.3293,10.2761,10.5739,11.16099567,11.30484677,11.13328916,11.25264519,11.33578329,11.50219717,11.13347256,10.35133655,10.49145127,10.53000687,10.39562068,10.33779311,10.15814134,10.35133655,10.397150300000002,10.49145127,10.23423499,9.4341,9.2312,9.3723,9.4968,10.274000000000001,10.565999999999999,10.994000000000002,9.838
BSU03160,7.454,7.455,8.238,7.957999999999999,7.8213,7.6,7.9923,7.8335,9.0647,8.6393,9.0684,8.4005,8.3023,8.3606,8.2465,9.386168113,9.154759037,9.97734172,9.104234212,9.948373527000001,9.386168113,9.386168113,7.733434472999999,7.588149877999999,8.330977884,8.753330712999999,8.356940042,9.408077217,7.733434472999999,8.206515429,7.588149877999999,8.879035805,7.8213,7.6,7.9923,7.8335,7.454,7.455,8.238,7.957999999999999
BSU03170,9.041,8.992,8.978,8.783,7.2908,7.5577,7.443,7.4703,9.865,9.713,10.1496,10.0091,10.1038,8.2465,8.7051,10.56527234,10.60271957,10.57101044,10.53876751,10.53876751,10.68483283,10.39891343,9.868623439,9.862175444,10.03093374,10.18558739,10.14698788,10.03971255,9.868623439,10.08492352,9.862175444,10.04336144,7.2908,7.5577,7.443,7.4703,9.041,8.992,8.978,8.783
BSU03180,9.446,9.408999999999999,9.805,9.405,7.1632,7.3038,7.2146,7.2358,11.4187,10.3953,11.1649,10.616,10.5721,9.2131,9.7579,11.39036144,11.29342449,11.81277567,11.24086972,11.58914411,11.343348599999999,11.48048059,10.54602703,10.49873184,10.61121965,10.70265069,10.54338811,11.04393043,10.54602703,10.65175389,10.49873184,11.159917800000002,7.1632,7.3038,7.2146,7.2358,9.446,9.408999999999999,9.805,9.405
BSU03190,9.298,9.332,9.375,9.542,7.2728,7.2505,7.3309,7.0791,10.6067,10.2289,11.0318,10.073,9.9572,8.2482,8.7795,11.98921732,12.20618742,12.18061962,12.08296872,12.15812638,12.13696934,12.17706289,10.4198712,10.38132889,10.4873513,10.59315241,10.49438957,10.81797232,10.4198712,10.44120262,10.38132889,10.69685332,7.2728,7.2505,7.3309,7.0791,9.298,9.332,9.375,9.542
BSU03200,6.4479999999999995,6.452000000000001,6.597,6.545,14.2679,14.5621,14.3827,14.2071,7.5418,7.1717,7.7262,11.0527,11.1136,13.104000000000001,12.6483,6.450071806,6.50571589,6.547668634,6.50571589,6.512379734,6.519914165,6.468257411000001,5.329696519,5.375518027999999,5.393633907999999,5.449617967000001,5.2446782039999995,5.978145937000001,5.329696519,5.728823359,5.375518027999999,6.294568114,14.2679,14.5621,14.3827,14.2071,6.4479999999999995,6.452000000000001,6.597,6.545
BSU03210,6.597,6.636,6.869,6.731,14.4905,14.5949,14.3741,14.3434,7.5089999999999995,7.3661,8.1798,11.402000000000001,11.4126,13.6835,12.5383,8.605225034,8.876779957,8.652964769,8.763547555,8.825155792,8.792710253,8.720032545,5.471719251000001,5.926036875,5.3404684719999995,6.113032295,6.022757578999999,6.150452124,5.471719251000001,5.721849292000001,5.926036875,5.952975628,14.4905,14.5949,14.3741,14.3434,6.597,6.636,6.869,6.731
BSU03220,11.413,11.424000000000001,10.931,11.033,13.2309,13.3251,12.8763,12.9265,11.2494,10.6548,10.8674,12.0502,12.1237,12.2095,12.0465,12.28502121,12.86492048,12.28453001,12.82383604,12.2745464,12.6841914,12.40282408,12.165731599999999,12.01010245,12.01432325,11.96768841,12.12736633,12.14592085,12.165731599999999,12.19261691,12.01010245,12.0448716,13.2309,13.3251,12.8763,12.9265,11.413,11.424000000000001,10.931,11.033
BSU03230,9.493,9.419,10.21,10.097999999999999,11.0925,11.1988,11.151,11.1368,10.5427,10.1696,10.1956,10.4185,10.4018,9.8823,10.5678,11.06300755,10.62121055,11.10939395,10.57288972,11.17972628,10.67424348,10.80390989,9.853418147000001,9.956538201,10.23952298,9.953404827,10.04123816,11.2903132,9.853418147000001,10.94280318,9.956538201,11.17101687,11.0925,11.1988,11.151,11.1368,9.493,9.419,10.21,10.097999999999999
BSU03240,10.865,10.665,10.222999999999999,10.637,7.2651,7.3253,7.5447,7.5411,10.4908,10.3111,10.5798,10.1288,10.1369,9.1384,9.4499,10.65083851,11.563114,10.84093017,11.52268301,10.85781868,11.39873296,10.56089645,11.71079806,11.48668356,11.72858044,11.00649477,11.49150051,11.58836066,11.71079806,11.04155623,11.48668356,10.96288952,7.2651,7.3253,7.5447,7.5411,10.865,10.665,10.222999999999999,10.637
BSU03250,11.106,11.002,10.261,10.862,7.4469,7.7336,7.5086,7.6444,11.0651,10.8254,11.0158,10.8306,10.7971,8.8488,9.7267,10.15706352,11.09069442,10.35549666,10.95233864,10.40993946,11.10662654,10.183808599999999,12.52070701,12.35916744,12.45878598,11.99336511,12.40825169,12.35548191,12.52070701,11.93570841,12.35916744,11.80370198,7.4469,7.7336,7.5086,7.6444,11.106,11.002,10.261,10.862
BSU03260,8.452,8.243,8.025,8.179,7.8928,7.7948,7.7132,7.7308,10.3445,10.3246,9.8369,9.7071,9.8302,7.6262,8.7899,9.512219667,9.926395051,9.661753985,9.802659559,9.687714957,9.893584707,9.605739946,9.559027346,9.315528785,9.867789542999999,9.536045018,9.729037493,9.216446283,9.559027346,9.241405277,9.315528785,8.922510532999999,7.8928,7.7948,7.7132,7.7308,8.452,8.243,8.025,8.179
BSU03270,11.543,11.765999999999998,12.833,12.465,10.7004,11.0215,10.5946,10.6526,13.7187,13.6179,13.6349,13.4174,13.4073,13.2371,13.7881,14.10024892,13.56091377,14.584424900000002,13.53152815,14.69517618,13.50765612,14.09581034,12.77199614,12.09628557,13.04585385,13.61439288,13.11367552,14.25436338,12.77199614,13.71893635,12.09628557,14.40470003,10.7004,11.0215,10.5946,10.6526,11.543,11.765999999999998,12.833,12.465
BSU03280,9.792,9.7,9.495,9.161,9.8301,9.7451,9.9042,9.6379,9.4025,10.1782,9.5161,9.5688,9.7221,9.8408,9.0551,9.729667857,9.956146934,8.81026488,9.821743352999999,8.878610381,9.512768792000001,9.294862647,11.11864318,10.94917216,11.21513951,11.27014551,11.18647645,10.44769232,11.11864318,11.01373955,10.94917216,10.69758091,9.8301,9.7451,9.9042,9.6379,9.792,9.7,9.495,9.161
BSU03290,10.05,10.076,9.783,9.651,10.052999999999999,10.2735,10.0439,9.6139,10.2123,10.6739,10.2775,10.6432,10.4204,10.7659,9.3401,11.04936197,11.391751,10.98516702,10.94638419,10.87628456,10.98516702,11.12554024,11.08159492,11.0171484,11.16178243,11.53292973,11.25346933,10.87013807,11.08159492,11.31360649,11.0171484,11.05721994,10.052999999999999,10.2735,10.0439,9.6139,10.05,10.076,9.783,9.651
BSU03300,6.796,6.603,6.742999999999999,6.73,8.0519,8.1948,8.2415,7.9869,8.2618,9.314,9.2824,7.7688,7.6968,10.2799,7.7145,7.228515102999999,7.105466664,7.528437567,7.084874408999999,7.56598419,7.175146044,7.315464812999999,6.84116613,6.663958062000001,6.522922599999999,6.691656647,6.58198334,6.603088735,6.84116613,6.602345173,6.663958062000001,6.873415359,8.0519,8.1948,8.2415,7.9869,6.796,6.603,6.742999999999999,6.73
BSU03310,6.438,6.2829999999999995,6.244,6.196000000000001,7.6256,7.7329,7.6732,7.3418,6.6512,6.667999999999999,6.8624,6.8238,6.6761,6.9826,6.7503,7.128471471,7.464100932000001,7.366912188,7.41294461,7.238143667999999,7.480834592999999,7.2319215329999995,5.688379684,5.845675898,5.591385091,5.714983845,5.980895783999999,5.6167094429999995,5.688379684,5.841434951,5.845675898,5.491084732000001,7.6256,7.7329,7.6732,7.3418,6.438,6.2829999999999995,6.244,6.196000000000001
BSU03320,6.773,6.5089999999999995,6.256,6.23,7.5335,7.7219,7.787000000000001,7.3839999999999995,6.6794,6.6502,6.7893,6.8624,6.6211,6.5613,6.7036,7.362281902,7.729013812000001,7.729013812000001,7.882747877999999,7.6310370039999995,8.097382847999999,7.729013812000001,6.38384864,6.141579019,6.195607119,6.078200133999999,6.333613807000001,5.935069447999999,6.38384864,5.989216288,6.141579019,5.897677142,7.5335,7.7219,7.787000000000001,7.3839999999999995,6.773,6.5089999999999995,6.256,6.23
BSU03330,9.072000000000001,8.892999999999999,7.903,7.631,7.6703,7.5854,7.5232,7.787000000000001,7.8853,8.0569,8.5196,8.3532,8.2542,7.7943,7.8275,9.912821007,10.26422055,9.769337359,10.00904351,9.770583767,10.07383734,9.900515863999999,8.894219171,8.876558741,9.052909598,9.034889308,9.168139365,8.294329853999999,8.894219171,8.480837147999999,8.876558741,8.14384519,7.6703,7.5854,7.5232,7.787000000000001,9.072000000000001,8.892999999999999,7.903,7.631
BSU03340,6.587999999999999,6.579,6.439,6.332999999999999,6.8755,6.9097,6.9328,6.9896,6.7062,6.5863,6.7142,6.6573,6.7062,6.7705,6.8127,6.371375186,6.438998874,6.438998874,6.490936931,6.302542773,6.574914272000001,6.438998874,5.027052568999999,5.724340562,5.04532289,5.754534227000001,5.192693913,5.154864181000001,5.027052568999999,5.297306736,5.724340562,5.245064601,6.8755,6.9097,6.9328,6.9896,6.587999999999999,6.579,6.439,6.332999999999999
BSU03350,6.555,6.525,6.557,6.432,6.9339,6.7823,7.0552,6.9108,6.6158,6.6777,6.7868,6.7856,6.7081,6.9164,6.9795,7.255096764,7.597616575,7.455189425,7.483126929,7.456452111,7.598969495,7.362868956,4.7495592460000005,4.800928749,4.7087791,4.866830241000001,4.740617878,4.775031726,4.7495592460000005,4.929672978,4.800928749,4.7575024919999995,6.9339,6.7823,7.0552,6.9108,6.555,6.525,6.557,6.432
BSU03360,6.942,6.956,6.803,6.386,7.1218,7.0982,7.136,7.265,7.7943,7.6748,7.0586,7.0265,7.0848,6.7586,6.8554,7.390752681,7.486035471,7.36911329,7.4392193220000005,7.432000507000001,7.438387425,7.342894792999999,5.665171334,6.217037137,6.083667629,6.3379944770000005,5.958813233,5.785894777999999,5.665171334,5.995342825,6.217037137,6.06813284,7.1218,7.0982,7.136,7.265,6.942,6.956,6.803,6.386
BSU03370,12.345,12.151,11.274000000000001,11.110999999999999,8.5032,8.4728,8.4769,8.2863,11.0758,11.4715,11.474,11.2803,11.3225,9.6519,9.9209,12.73139875,12.5538214,12.70630264,12.63070829,12.72115478,12.76024609,12.74436023,12.365583500000001,12.55494421,12.57629772,12.54347781,12.39733993,11.93511904,12.365583500000001,11.97926515,12.55494421,11.62903148,8.5032,8.4728,8.4769,8.2863,12.345,12.151,11.274000000000001,11.110999999999999
BSU03380,12.950999999999999,12.937999999999999,11.892000000000001,11.744000000000002,8.7011,8.7208,8.5636,8.442,11.5238,11.7846,11.5769,11.578,11.6162,9.9661,10.6815,14.15254868,14.19453504,14.11539153,14.1765954,14.15135479,14.19343861,14.40397497,13.91738769,14.1624969,13.96205215,14.23969598,14.07015129,13.6134723,13.91738769,13.71724534,14.1624969,13.39826626,8.7011,8.7208,8.5636,8.442,12.950999999999999,12.937999999999999,11.892000000000001,11.744000000000002
BSU03390,10.198,10.385,10.146,9.976,9.6121,9.3018,9.3116,9.1285,9.9062,10.0723,9.7524,9.9802,10.133,9.2186,9.5499,10.88591795,11.18215845,11.1459117,11.26797174,11.16579015,11.37500765,11.11090273,10.62487818,10.56280578,10.5851544,10.68162092,10.49192049,10.48485596,10.62487818,10.47053343,10.56280578,10.53092334,9.6121,9.3018,9.3116,9.1285,10.198,10.385,10.146,9.976
BSU03400,6.8260000000000005,6.671,6.5360000000000005,6.659,7.0187,6.8895,7.1205,7.1301,7.1631,7.6262,7.1002,7.1237,7.0249,6.8745,6.8093,8.519939068,8.788050139,8.6575172,8.715671659,8.105439533,8.610603818,8.41778152,5.630874627000001,6.095121628999999,6.1722843570000006,5.714983845,5.75579753,5.38249363,5.630874627000001,5.33048184,6.095121628999999,5.22462793,7.0187,6.8895,7.1205,7.1301,6.8260000000000005,6.671,6.5360000000000005,6.659
BSU03410,7.725,7.867000000000001,8.242,7.975,7.2261,7.1333,7.5177,7.4624,8.5429,9.0661,9.1261,8.5497,8.5055,8.1435,8.1178,8.085005973,8.229134836,8.151306664,8.230917481,8.151306664,8.243924609,7.986789609,7.566433904,7.601902944,7.74922254,7.803102397000001,7.799818073,8.360484827999999,7.566433904,7.554372433999999,7.601902944,7.95640529,7.2261,7.1333,7.5177,7.4624,7.725,7.867000000000001,8.242,7.975
BSU03420,10.437000000000001,10.44,10.4,10.084,7.7209,7.6521,7.962000000000001,7.7417,10.1926,10.3838,10.5582,10.1782,10.2061,10.4489,9.9814,11.60908237,11.64768672,11.55516736,11.60149076,11.73363536,11.69552787,11.65528296,10.07863643,10.256655699999998,10.53997353,10.18331478,10.37684977,10.30227154,10.07863643,10.76215374,10.256655699999998,10.24071585,7.7209,7.6521,7.962000000000001,7.7417,10.437000000000001,10.44,10.4,10.084
BSU03430,12.205,12.273,12.546,12.446,7.5027,7.5932,7.8134,7.4841,12.4601,12.2971,12.3294,12.1094,12.0974,11.8035,11.6955,14.047084699999997,14.01127214,13.87580334,13.99509987,14.06138537,13.83912741,13.99055301,13.31754109,13.52149944,13.19950338,13.49766665,13.33607461,13.44568319,13.31754109,13.559921,13.52149944,13.49878379,7.5027,7.5932,7.8134,7.4841,12.205,12.273,12.546,12.446
BSU03440,8.788,8.854,8.597999999999999,9.074,7.2486,7.5693,7.513,7.4049,9.6254,10.6213,10.352,10.7093,10.6548,11.1302,10.9535,10.77622626,10.648944,9.901935801,10.58398003,10.14489627,10.71976681,10.52535208,10.33213617,10.34157673,10.76057135,10.52258601,10.7263093,10.42561351,10.33213617,11.03764269,10.34157673,10.38637464,7.2486,7.5693,7.513,7.4049,8.788,8.854,8.597999999999999,9.074
BSU03450,9.046,9.125,9.715,9.648,8.2098,8.1786,8.4072,8.3468,10.2192,11.1129,11.3675,10.2207,10.2958,9.0191,10.2898,12.16932377,11.61817414,12.71237632,11.36684989,12.76888716,11.41717696,12.39818111,11.42738042,9.737624747,12.67321439,11.14431544,12.59263801,10.30990293,11.42738042,11.18042307,9.737624747,12.29297254,8.2098,8.1786,8.4072,8.3468,9.046,9.125,9.715,9.648
BSU03460,9.243,9.345,9.902000000000001,9.757,8.556000000000001,8.6804,8.6172,8.4571,10.5988,11.3509,11.4429,10.440999999999999,10.3657,9.1562,10.6679,13.36119775,12.53682265,13.67855431,12.37084891,13.72630558,12.62878671,13.21178838,12.37958975,10.77429144,13.60920695,12.07186653,13.69995611,11.57348978,12.37958975,12.20099338,10.77429144,13.18525876,8.556000000000001,8.6804,8.6172,8.4571,9.243,9.345,9.902000000000001,9.757
